directorID,directorName
luis_valdez,Luis Valdez
david_seltzer,David Seltzer
don_paul,Don Paul
armando_crispino,Armando Crispino
david_macdonald,David MacDonald
eugenio_martin,Eugenio Martín
david_beaird,David Beaird
george_fitzmaurice,George Fitzmaurice
abbe_wool,Abbe Wool
tsui_pak_lam,Tsui Pak Lam
koji_kawano,Koji Kawano
yuri_zeltser,Yuri Zeltser
bonnie_hunt,Bonnie Hunt
richard_quine,Richard Quine
william_asher,William Asher
giuliano_montaldo,Giuliano Montaldo
francis_megahy,Francis Megahy
neal_israel,Neal Israel
barbra_streisand,Barbra Streisand
alain_resnais,Alain Resnais
jon_jost,Jon Jost
kon_ichikawa,Kon Ichikawa
edward_norton,Edward Norton
marek_kanievska,Marek Kanievska
damien_odonnell,Damien O'Donnell
julien_temple,Julien Temple
chris_browne,Chris Browne
milton_moses_ginsberg,Milton Moses Ginsberg
bobcat_goldthwait,Bobcat Goldthwait
morton_dacosta,Morton DaCosta
steve_mcqueen_iii,Steve McQueen (III)
davis-guggenheim,Davis Guggenheim
gina_prince,Gina Prince
jonathan_mostow,Jonathan Mostow
sofia_coppola,Sofia Coppola
bharat_nalluri,Bharat Nalluri
matt_williams,Matt Williams
john-swanbeck,John Swanbeck
kevin_jordan,Kevin Jordan
deborah_warner,Deborah Warner
adam_simon,Adam Simon
jonathan_winfrey,Jonathan Winfrey
john_keitel,John Keitel
michael_haneke,Michael Haneke
justin_kerrigan,Justin Kerrigan
francis_d_lyon,Francis D. Lyon
harald_reinl,Harald Reinl
martin_davidson,Martin Davidson
stan_dragoti,Stan Dragoti
roger_christian,Roger Christian
scott_alexander,Scott Alexander
peter_m_cohen,Peter M. Cohen
george_sidney_ii,George Sidney II
norman_taurog,Norman Taurog
bruce_kessler,Bruce Kessler
bernard_mceveety,Bernard McEveety
barbara_sonneborn,Barbara Sonneborn
john_rich,John Rich
bryan_forbes,Bryan Forbes
eric_leighton,Eric Leighton
1045105-todd_phillips,Todd Phillips
floyd_mutrux,Floyd Mutrux
1185187-joel_bergvall,Joel Bergvall
tom_dey,Tom Dey
jon_reiss,Jon Reiss
herk_harvey,Herk Harvey
1010653-david_miller,David Miller
kelli_herd,Kelli Herd
peter_r_hunt,Peter R. Hunt
lewis_gilbert,Lewis Gilbert
albert_dekker,Albert Dekker
edward_ludwig,Edward Ludwig
val_guest,Val Guest
vicente_aranda,Vicente Aranda
lucio_fulci,Lucio Fulci
marco_ferreri,Marco Ferreri
douglas_sirk,Douglas Sirk
david_schmoeller,David Schmoeller
david_allen,David Allen
charles_band,Charles Band
jerry_london,Jerry London
joe_camp,Joe Camp
heidi_ewing,Heidi Ewing
ethan_coen,Ethan Coen
james_komack,James Komack
noel_black,Noel Black
richard_w_haines,Richard W. Haines
lloyd_kaufman,Lloyd Kaufman
michael_herz,Michael Herz
1009699-bill_maher,Bill Maher
craig_r_baxley,Craig R. Baxley
darrel_james_roodt,Darrel James Roodt
shawn_bannon,Shawn Bannon
boaz_davidson,Boaz Davidson
ralph_bakshi,Ralph Bakshi
jean_francois_richet,Jean-François Richet
gordon_parks,Gordon Parks
ivan_passer,Ivan Passer
robert_ben_garant,Robert Ben Garant
sergei_eisenstein,Sergei M. Eisenstein
jose_luis_cuerda,José Luis Cuerda
alison_maclean,Alison Maclean
peter_lord,Peter Lord
bill_roberts,Bill Roberts
1041466-richard_franklin,Richard Franklin
aaron_norris,Aaron Norris
bob_cormack,Bob Cormack
jorg_buttgereit,Jörg Buttgereit
richard_talmadge,Richard Talmadge
kurt_neumann,Kurt Neumann
jamie-babbit,Jamie Babbit
zhang_yang,Zhang Yang
antonioni,Michelangelo Antonioni
greg_harrison,Greg Harrison
king_vidor,King Vidor
jeremy_podeswa,Jeremy Podeswa
pochih_leong,Po-Chih Leong
albert_henderson,Albert Henderson
steve_shill,Steve Shill
sam_wanamaker,Sam Wanamaker
luis_puenzo,Luis Puenzo
berit_nesheim,Berit Nesheim
juzo_itami,Juzo Itami
britt_allcroft,Britt Allcroft
john_forte,John Forte
robert_lee_king,Robert Lee King
joseph_green,Joseph Green
1143611-john_mckay,John McKay
brian_hutton,Brian G. Hutton
stan_winston,Stan Winston
robert_hiltzik,Robert Hiltzik
james_signorelli,James Signorelli
don__edmonds,Don  Edmonds
lee_h_katzin,Lee H. Katzin
lionel-coleman,Lionel Coleman
jenniphr_goodman,Jenniphr Goodman
max_faerberboeck,Max Färberböck
frederic_fonteyne,Frédéric Fonteyne
fenton_bailey,Fenton Bailey
myles_connell,Myles Connell
gerard_stembridge,Gerard Stembridge
takao_okawara,Takao Okawara
james_d_stern,James D. Stern
elliot_silverstein,Elliot Silverstein
phil_roman,Phil Roman
leslie_norman,Leslie Norman
aiyana_elliott,Aiyana Elliott
chi_moui_lo,Chi Moui Lo
valerie_breiman,Valerie Breiman
robert_greenwald,Robert Greenwald
doug_aarniokoski,Doug Aarniokoski
steven_jacobson,Steven Jacobson
benito_zambrano,Benito Zambrano
joe_charbanic,Joe Charbanic
christopher_mcquarrie,Christopher McQuarrie
rob_schmidt,Rob Schmidt
bruce_paltrow,Bruce Paltrow
jon_shear,Jon Shear
craig_mazin,Craig Mazin
john-leekley,John Leekley
1053132-john_ottman,John Ottman
fina_torres,Fina Torres
jason_priestley,Jason Priestley
greg_berlanti,Greg Berlanti
_0872823,Lawrence Trilling
anthony_hickox,Anthony Hickox
chris_mancini,Chris Mancini
edward_bernds,Edward Bernds
don_weis,Don Weis
charles_barton,Charles Barton
edward-cline,Edward Cline
ray_kellogg,Ray Kellogg
deborah_brock,Deborah Brock
sally_mattison,Sally Mattison
carol_frank,Carol Frank
dein-perry,Dein Perry
stephen_t_kay,Stephen T. Kay
raymond_de_felitta,Raymond De Felitta
jason_alexander,Jason Alexander
janusz_kaminski,Janusz Kaminski
tom_laughlin,Tom Laughlin
steve_beck,Steve Beck
luca_bercovici,Luca Bercovici
albert_band,Albert Band
charles_walters,Charles Walters
james_algar_and_clyde_geronimi,James Algar & Clyde Geronimi
stephen_daldry,Stephen Daldry
lang_elliott,Lang Elliott
joe_berlinger,Joe Berlinger
uli_edel,Uli Edel
ryan_thomas,Ryan Thomas
antony_hoffman,Antony Hoffman
kenneth_lonergan,Kenneth Lonergan
kevin_macdonald,Kevin Macdonald
stig_bergqvist,Stig Bergqvist
bradley_rust_gray,Bradley Rust Gray
courtney_solomon,Courtney Solomon
borja_manso,Borja Manso
yahoo_serious,Yahoo Serious
danny_leiner,Danny Leiner
harry_moses,Harry Moses
julian_schnabel,Julian Schnabel
terence_davies,Terence Davies
_0497934,Myung-se Lee
maggie_greenwald,Maggie Greenwald
po_chih_leong,Po Chih Leong
e_elias_merhige,E. Elias Merhige
ha_myeongjung,Ha Myeong-Jung
felipe_cazals,Felipe Cazals
don_hulette,Don Hulette
tom_gries,Tom Gries
ronald_f_maxwell,Ronald F. Maxwell
ted_nicolaou,Ted Nicolaou
jamie_nolan,Jamie Nolan
george_gallo,George Gallo
dale_bradley,Dale Bradley
anne_de_salvo,Anne De Salvo
norman_rene,Norman René
hiroshi_nishikiori,Hiroshi Nishikiori
_0619944,Isamu Nakae
clint_cowen,Clint Cowen
nadia-tass,Nadia Tass
_0880521,Liv Ullmann
adam_brooks,Adam Brooks
neil_turitz,Neil Turitz
dominik_mol,Dominik Mol
carl_gottlieb,Carl Gottlieb
lyndall_hobbs,Lyndall Hobbs
john-flynn,John Flynn
jim_mcbride,Jim McBride
feng_xiaogang,Feng Xiaogang
ben_bolt,Ben Bolt
cheech_marin,Cheech Marin
jerry-rees,Jerry Rees
steve_de_jarnatt,Steve De Jarnatt
christian_gonzalez,Christian Gonzalez
zack_snyder,Zack Snyder
brian_keith,Brian Keith
michael_schultz,Michael Schultz
richard_lowenstein,Richard Lowenstein
john_r_cherry_iii,John R. Cherry III
john_mackenzie,John Mackenzie
peter_del_monte,Peter Del Monte
paolo_taviani,Paolo Taviani
bob-giraldi,Bob Giraldi
lawrence-bassoff,Lawrence Bassoff
hector_babenco,Hector Babenco
elaine_may,Elaine May
rod_daniel,Rod Daniel
gary-goddard,Gary Goddard
charles_loventhal,Charles Loventhal
danis_tanovic,Danis Tanovic
william_phelps,William Phelps
vic_sarin,Vic Sarin
eli_roth,Eli Roth
cesc_gay,Cesc Gay
hans_zimmer,Hans Zimmer
jonathan_nossiter,Jonathan Nossiter
agnes_jaoui,Agnès Jaoui
chuck-sheetz,Chuck Sheetz
peter_askin,Peter Askin
harry_sinclair,Harry Sinclair
demian_lichtenstein,Demian Lichtenstein
john_whitesell,John Whitesell
lee_stanley,Lee Stanley
andrucha_waddington,Andrucha Waddington
daniel_minahan,Daniel Minahan
christopher_livingston,Christopher Livingston
frances_reid,Frances Reid
_0394114,Ben Hopkins
kieron-j-walsh,Kieron J. Walsh
bill-fishman,Bill Fishman
denis_sanders,Denis Sanders
ralph_nelson,Ralph Nelson
delmer_daves,Delmer Daves
robert_fuest,Robert Fuest
daniel_haller,Daniel Haller
peter_hedges,Peter Hedges
darlanne_fluegel,Darlanne Fluegel
sheldon_lettich,Sheldon Lettich
edgar_wright,Edgar Wright
amos_poe,Amos Poe
emilio_estevez,Emilio Estevez
jeff_kanew,Jeff Kanew
joe_roth,Joe Roth
allan_dwan,Allan Dwan
douglas_cheek,Douglas Cheek
andrea_meyerson,Andrea Meyerson
james_b_rogers,James B. Rogers
david_maquiling,David Maquiling
_0201304,Gregory Poirier
alejandro_gonzalez_inniaritu,Alejandro González Iñárritu
david_shapiro,David Shapiro
_1147200,Kevin Gorman
bill_eagles,Bill Eagles
richard_dutcher,Richard Dutcher
marziyeh-meshkin,Marzieh Meshkini
ann_hu,Ann Hu
sharon-maguire,Sharon Maguire
dennie_gordon,Dennie Gordon
harry_elfont,Harry Elfont
joe_mantegna,Joe Mantegna
1129369-tom_green,Tom Green (III)
bruce_hendricks,Bruce Hendricks
john_greyson,John Greyson
j_s_cardone,J.S. Cardone
boris-damast,Boris Damast
aoyama_shinji,Aoyama Shinji
veit_helmer,Veit Helmer
anne_julien,Anne Julien
leni_riefenstahl,Leni Riefenstahl
neil_armfield,Neil Armfield
colin_higgins,Colin Higgins
roy_rowland,Roy Rowland
jules_dassin,Jules Dassin
kristian_levring,Kristian Levring
del_shores,Del Shores
chris_hegedus,Chris Hegedus
andrew_adamson,Andrew Adamson
amos_kollek,Amos Kollek
baz_luhrmann,Baz Luhrmann
karin-julsrud,Karin Julsrud
eric-valli,Eric Valli
vincent_jay_miller,Vincent Jay Miller
donald_wrye,Donald Wrye
dale_launer,Dale Launer
burt_lancaster,Burt Lancaster
burt_kennedy,Burt Kennedy
lam_fookdei,Lam Fook-Dei
michael_nankin,Michael Nankin
ole_bornedal,Ole Bornedal
mark_robson,Mark Robson
thomas_bezucha,Thomas Bezucha
jennifer_jason_leigh,Jennifer Jason Leigh
michael_mongillo,Michael Mongillo
jan_hrebejk,Jan Hrebejk
costa_botes,Costa Botes
zelda_barron,Zelda Barron
peter_markle,Peter Markle
_0259589,John Erman
hermine_huntgeburth,Hermine Huntgeburth
john_stockwell,John Stockwell
louis_ck,Louis C.K.
adam_marcus,Adam Marcus
olivier_ducastel,Olivier Ducastel
jonathan_glazer,Jonathan Glazer
dwight_yoakam,Dwight Yoakam
raoul_peck,Raoul Peck
chris_nahon,Chris Nahon
lea_pool,Léa Pool
coralie,Coralie
tran-anh-hung,Anh Hung Tran
jerome_foulon,Jerome Foulon
mario_monicelli,Mario Monicelli
hal_needham,Hal Needham
jim_drake,Jim Drake
howard_e_baker,Howard E. Baker
manuel_huerga,Manuel Huerga
amos_gitai,Amos Gitai
lee_frost,Lee Frost
bert_i_gordon,Bert I. Gordon
tommy_chong,Tommy Chong
thomas_k_avildsen,Thomas K. Avildsen
jerry_lamothe,Jerry LaMothe
franc_roddam,Franc Roddam
_1783083,Gina Glickman
alexander_korda,Alexander Korda
alexander_mackendrick,Alexander Mackendrick
elio-petri,Elio Petri
dario_argento,Dario Argento
charles_cozart,Charles Cozart
wei_lo,Wei Lo
robert_clouse,Robert Clouse
bruce_lee,Bruce Lee
hironobu_sakaguchi,Hironobu Sakaguchi
joyce_chopra,Joyce Chopra
roger_gnoan_mbala,Roger Gnoan M'Bala
jon_favreau,Jon Favreau
1176724-mark_osborne,Mark Osborne
martin_perreault,Martin Perreault
george_casey,George Casey
1088175-martin_donovan,Martin Donovan
peggy_holmes,Peggy Holmes
bud_yorkin,Bud Yorkin
james_w_horne,James W. Horne
allan_arkush,Allan Arkush
bruno_nuytten,Bruno Nuytten
genevieve_robert,Geneviève Robert
mick_garris,Mick Garris
kristine_peterson,Kristine Peterson
joan_micklin_silver,Joan Micklin Silver
mark_goldblatt,Mark Goldblatt
buddy_van_horn,Buddy Van Horn
daniel_goldberg,Daniel Goldberg
colin_nutley,Colin Nutley
michael_dinner,Michael Dinner
_0813583,Andrew Solt
bud_s_smith,Bud S. Smith
frank_laloggia,Frank LaLoggia
bob_swaim,Bob Swaim
william_richert,William Richert
christopher_crowe,Christopher Crowe
percy_adlon,Percy Adlon
marisa_silver,Marisa Silver
dan_obannon,Dan O'Bannon
ghasem-ebrahimian,Ghasem Ebrahimian
joyce_bunuel,Joyce Buñuel
stuart_burge,Stuart Burge
james_glickenhaus,James Glickenhaus
george_sluizer,George Sluizer
rip_torn,Rip Torn
paul_bogart,Paul Bogart
sam_firstenberg,Sam Firstenberg
cedric_sundstrom,Cedric Sundstrom
bob_radler,Bob Radler
robert_radler,Robert Radler
_0952569,Steven F. Zambo
david_irving,David Irving
euzhan_palcy,Euzhan Palcy
jeanclaude_lord,Jean-Claude Lord
julian_doyle,Julian Doyle
dave_thomas,Dave Thomas
eddie_murphy,Eddie Murphy
charles_dutton,Charles Dutton
mark_disalle,Mark DiSalle
richard_greenberg,Richard Greenberg
thomas_j_wright,Thomas J. Wright
john_cameron_mitchell,John Cameron Mitchell
silvio_soldini,Silvio Soldini
joel_hershman,Joel Hershman
david_wain,David Wain
william_lustig,William Lustig
jan_kounen,Jan Kounen
alejandro_jodorowsky,Alejandro Jodorowsky
richard_eyre,Richard Eyre
paul_bartel,Paul Bartel
jay_levey,Jay Levey
todd_holland_ii,Todd Holland (II)
will_mackenzie,Will Mackenzie
robert_klane,Robert Klane
paul_donovan,Paul Donovan
david_caesar,David Caesar
jeroen_krabbe,Jeroen Krabbé
karel_reisz,Karel Reisz
frank_henenlotter,Frank Henenlotter
peter_mullan,Peter Mullan
_0719348,Pierre-Paul Renders
edouard_molinaro,Edouard Molinaro
_0111656,Peter Brook
steven_m_martin,Steven M. Martin
basil_gelpke_ray_mccormack,Basil Gelpke & Ray McCormack
john_carney,John Carney
allan_miller,Allan Miller
lucile_hadzihalilovic,Lucile Hadzihalilovic
blair-hayes,Blair Hayes
michael_tollin,Michael Tollin
don_abernathy,Don Abernathy
ben_elton,Ben Elton
lukas_moodysson,Lukas Moodysson
tim_blake_nelson,Tim Blake Nelson
jordan_brady,Jordan Brady
nickolas_perry,Nickolas Perry
sangok_shin,Sang-ok Shin
buzz_kulik,Buzz Kulik
robin-hardy,Robin Hardy
blair_treu,Blair Treu
pravin_kanth,Pravin Kanth
stephen_carpenter,Stephen Carpenter
1055580-mark_brown,Mark Brown
steven_cantor,Steven Cantor
dan_cohen,Dan Cohen
youngyooth_thongkonthun,Youngyooth Thongkonthun
michael_cuesta,Michael Cuesta
charles_lamont,Charles Lamont
mark_jonathan_harris,Mark Jonathan Harris
daniel_sackheim,Daniel Sackheim
jacob_kornbluth,Jacob Kornbluth
vondie_curtishall,Vondie Curtis-Hall
paul_unwin,Paul Unwin
edet_belzberg,Edet Belzberg
kenneth_a_carlson,Kenneth A. Carlson
pierre_morel,Pierre Morel
brian-trenchard-smith,Brian Trenchard Smith
sergio_corbucci,Sergio Corbucci
vladimir_menshov,Vladimir Menshov
edwin_sherin,Edwin Sherin
dusan_makavejev,Dusan Makavejev
rupert_julian,Rupert Julian
elmar-klos,Elmar Klos
1060941-anthony_page,Anthony Page
_0005789,Rudolph Maté
david_kane,David Kane
eric_hannah,Eric Hannah
francine_mcdougall,Francine McDougall
dov_kelemer,Dov Kelemer
tim_hill_iii,Tim Hill (III)
gillian_grisman,Gillian Grisman
lucrecia_martel,Lucrecia Martel
samuel_fuller,Samuel Fuller
_0684509,Claude Pinoteau
walter_grauman,Walter Grauman
1073412-nancy_walker,Nancy Walker
robert-kaylor,Robert Kaylor
joel_oliansky,Joel Oliansky
alvin_rakoff,Alvin Rakoff
eric_schwab,Eric Schwab
rob_pritts,Rob Pritts
yuen_woping,Woo-ping Yuen
christine_lahti,Christine Lahti
hirotsugu_kawasaki,Hirotsugu Kawasaki
douglas_hickox,Douglas Hickox
arthur_h_nadel,Arthur H. Nadel
ben_burtt,Ben Burtt
graeme_ferguson,Graeme Ferguson
dorian_walker,Dorian Walker
ivan_galin,Ivan Galin
stephen_low,Stephen Low
allen_hughes,Allen Hughes
oxide_pang_chun,Oxide Pang Chun
marcelo_pineyro,Marcelo Piñeyro
eric_bross,Eric Bross
1141962-richard_kelly,Richard Kelly
robert_guediguian,Robert Guediguian
sandi_dubowski,Sandi DuBowski
peter_docter,Pete Docter
_0001555,Rob Morrow
david_atkins,David Atkins
brendan-malloy,Brendan Malloy
todd_field,Todd Field
1041041-larry_cohen,Larry Cohen
barry_shear,Barry Shear
irving_rapper,Irving Rapper
lewis_seiler,Lewis Seiler
robert_moore,Robert Moore
dominique_deruddere,Dominique Deruddere
joseph_ellison,Joseph Ellison
peter_collinson,Peter Collinson
jonathan_liebesman,Jonathan Liebesman
anne_bancroft,Anne Bancroft
anthony_zerbe,Anthony Zerbe
ib_melchior,Ib Melchior
kevin_connor,Kevin Connor
1041374-james_fargo,James Fargo
steve_carver,Steve Carver
1145347-john_moore,John Moore
scott_j_gill,Scott J. Gill
patrick_stettner,Patrick Stettner
rene_clair,René Clair
joel_gallen,Joel Gallen
andrei_kavun,Andrei Kavun
ray_lawrence,Ray Lawrence
christopher_morahan,Christopher Morahan
quentin_lawrence,Quentin Lawrence
lamont_johnson,Lamont Johnson
jeff_bleckner,Jeff Bleckner
1050341-john_davis,John Davis
henry_barrial,Henry Barrial
jan_svankmajer,Jan Svankmajer
mike_mendez,Mike Mendez
haskell_wexler,Haskell Wexler
breck_eisner,Breck Eisner
reva_rose,Reva Rose
delbert_mann,Delbert Mann
michael_mak,Michael Mak
alan_gibson,Alan Gibson
marc_forster,Marc Forster
barry_shils,Barry Shils
barry_sullivan,Barry Sullivan
joseph_losey,Joseph Losey
elizabeth_pena,Elizabeth Peña
christophe_gans,Christophe Gans
tsai-mingliang,Ming-liang Tsai
john_bailey,John Bailey
1000993-bruce_barry,Bruce Barry
_0464846,Andrey Konchalovskiy
jules_bass,Jules Bass
matthew_robbins,Matthew Robbins
cheh_chang,Cheh Chang
pitof,Pitof
dj_chen,D.J. Chen
william_sachs,William Sachs
jan-schutte,Jan Schütte
lone_scherfig,Lone Scherfig
joseph_cedar,Joseph Cedar
mike_binder,Mike Binder
douglas_trumbull,Douglas Trumbull
marlon_brando,Marlon Brando
laurice_guillen,Laurice Guillen
wang_xiaoshuai,Wang Xiaoshuai
kazuki_akane,Kazuki Akane
denis-villeneuve,Denis Villeneuve
gary_burns,Gary Burns
joel_shumacher,Joel Shumacher
1184531-stephen_walker,Stephen Walker
dewey-nicks,Dewey Nicks
jez_butterworth,Jez Butterworth
sturla_gunnarsson,Sturla Gunnarsson
philippe_de_broca,Philippe de Broca
1048166-shawn_levy,Shawn Levy
billy_morrissette,Billy Morrissette
patrick_read_johnson,Patrick Read Johnson
stuart_marshall,Stuart Marshall
1028179-william_a_seiter,William A. Seiter
richard_pryor,Richard Pryor
daniel_stern,Daniel Stern
robin_budd,Robin Budd
jay_chandrasekhar,Jay Chandrasekhar
melville_shavelson,Melville Shavelson
melvin_frank,Melvin Frank
gottfried_reinhardt,Gottfried Reinhardt
arliss_howard,Arliss Howard
timothy_linh_bui,Timothy Linh Bui
michael_kalesniko,Michael Kalesniko
ubaldo_ragona,Ubaldo Ragona
ramin_serry,Ramin Serry
barry_skolnick,Barry Skolnick
larry_fessenden,Larry Fessenden
abdul_malik_abbott,Abdul Malik Abbott
nagamine-tatsuya,Nagamine Tatsuya
john_berry,John Berry
lesley_selander,Lesley Selander
jack_fletcher,Jack Fletcher
carl-lerner,Carl Lerner
billy_burke,Billy Burke
peter_manoogian,Peter Manoogian
bill_kroyer,Bill Kroyer
joel_m_reed,Joel M. Reed
elliott_nugent,Elliott Nugent
kevin-bray,Kevin Bray
david_caffrey,David Caffrey
jose-luis-valenzuela,José Luis Valenzuela
james_l_conway,James L. Conway
terry_marcel,Terry Marcel
armand_mastroianni,Armand Mastroianni
_0770474,Robert Scheerer
_0676336,Barbara Peeters
ralph_thomas,Ralph Thomas
slobodan_sijan,Slobodan Sijan
moustapha_akkad,Moustapha Akkad
robert_guenette,Robert Guenette
1122335-charles_kaufman,Charles Kaufman
richard_lang,Richard Lang
andrea-bianchi,Andrea Bianchi
clive_donner,Clive Donner
eric-karson,Eric Karson
gilbert_cates,Gilbert Cates
yasmina-reza,Yasmina Reza
chris_wedge,Chris Wedge
elie_chouraqui,Elie Chouraqui
charles_hermanwurmfeld,Charles Herman-Wurmfeld
lieven_debrauwer,Lieven Debrauwer
brian_sloan,Brian Sloan
norman_z_mcleod,Norman Z. McLeod
1050292-david_butler,David Butler
victor_schertzinger,Victor Schertzinger
hal_walker,Hal Walker
tony_maylam,Tony Maylam
jay_sandrich,Jay Sandrich
_0675479,Bill Persky
robert_houston,Robert Houston
eddy-terstall,Eddy Terstall
_0523310,Dick Lowry
sidney_poitier,Sidney Poitier
lasse_aberg,Lasse Åberg
wallace_wolodarsky,Wallace Wolodarsky
_0971919,Pete Jones
david_gordon_green,David Gordon Green
jean_de_segonzac,Jean de Segonzac
fernando_perez,Fernando Pérez
john_lee_hancock,John Lee Hancock
laurent_cantet,Laurent Cantet
sara_sugarman,Sara Sugarman
marita_giovanni,Marita Giovanni
david_steinberg,David Steinberg
amol-shetge,Amol Shetge
walt_becker,Walt Becker
bruno_pesery,Bruno Pésery
jayne-loader,Jayne Loader
robert_rosen,Robert Rosen
bill_paxton,Bill Paxton
zoe_clarkewilliams,Zoe Clarke-Williams
michel_gondry,Michel Gondry
joel_zwick,Joel Zwick
diego_munoz,Diego Munoz
john_patrick_shanley,John Patrick Shanley
roberto_rossellini,Roberto Rossellini
bill_froehlich,Bill Froehlich
rudy_de_luca,Rudy De Luca
nico_mastorakis,Nico Mastorakis
walter_salles_jr,Walter Salles
ethan_hawke,Ethan Hawke
annesophie_birot,Anne-Sophie Birot
george_ratliff,George Ratliff
fabian_bielinsky,Fabián Bielinsky
james_isaac,James Isaac
stacy_peralta,Stacy Peralta
dj_caruso,D.J. Caruso
bryan_johnson,Bryan Johnson
jeanpierre_melville,Jean-Pierre Melville
_0000649,Paul Sorvino
douglas_day_stewart,Douglas Day Stewart
costas_mandylor,Costas Mandylor
ismail_merchant,Ismail Merchant
milton_katselas,Milton Katselas
bill_rebane,Bill Rebane
charles_haid,Charles Haid
ken_olin,Ken Olin
ed_decter,Ed Decter
thomas_dekker,Thomas Dekker
grigori_chukhraj_and_valentin_yezhov,Grigori Chukhraj & Valentin Yezhov
joe-damato,Joe D'Amato
1028855-david_butler,David Butler (I)
roman_coppola,Roman Coppola
gregory-dark,Gregory Dark
1143213-paul_cox,Paul Cox
christopher_muench,Christopher Münch
david-hugh-jones,David Hugh Jones
joseph_kane,Joseph Kane
daniele_thompson,Danièle Thompson
marino_girolami,Marino Girolami
callie_khouri,Callie Khouri
zacharias_kunuk,Zacharias Kunuk
william_tannen,William Tannen
daniel_attias,Daniel Attias
anatole_litvak,Anatole Litvak
marshall_brickman,Marshall Brickman
andy_wolk,Andy Wolk
jesse_vaughan,Jesse Vaughan
chris_sanders,Chris Sanders (III)
tuck-tucker,Tuck Tucker
tom_ropelewski,Tom Ropelewski
john_schultz,John Schultz
craig_mccracken,Craig McCracken
john_stainton,John Stainton
shunji_iwai,Shunji Iwai
yvan_attal,Yvan Attal
peter_h_hunt,Peter H. Hunt
rainer_werner_fassbinder,Rainer Werner Fassbinder
charles_b_pierce,Charles B. Pierce
ellory_elkayem,Ellory Elkayem
peter_hastings,Peter Hastings
josh_roybal,Josh Roybal
chris_ver_wiel,Chris Ver Wiel
gordon_douglas,Gordon Douglas
luchino_visconti,Luchino Visconti
daniel_mann,Daniel Mann
perry-andelin-blake,Perry Andelin Blake
gabriele_muccino,Gabriele Muccino
busi_cortes,Busi Cortés
georg_wilhelm_pabst,Georg Wilhelm Pabst
babak_payami,Babak Payami
stanley_kwan,Stanley Kwan
roy_andersson,Roy Andersson
jacques_audiard,Jacques Audiard
william_a_graham,William A. Graham
bernard_rapp,Bernard Rapp
sandra_nettelbeck,Sandra Nettelbeck
kim_ki_duk,Ki-duk Kim
alberto_simone,Alberto Simone
mark_medoff,Mark Medoff
raja_amari,Raja Amari
_0783676,Arna Selznick
dale_schott,Dale Schott
desmond_davis,Desmond Davis
terence_h_winkless,Terence H. Winkless
boris_petroff,Boris Petroff
deepa-mehta,Deepa Mehta
robert_d_webb,Robert D. Webb
lew_landers,Lew Landers
philip_dunne,Philip Dunne
michael_wadleigh,Michael Wadleigh
kantz,Kantz
john_polson,John Polson
anya_camilleri,Anya Camilleri
dennis-iliadis,Dennis Iliadis
claude_miller,Claude Miller
diane_kurys,Diane Kurys
burr_steers,Burr Steers
patrick_hasburgh,Patrick Hasburgh
alan_alda,Alan Alda
jean_yarbrough,Jean Yarbrough
martin_weisz,Martin Weisz
alexandre-aja,Alexandre Aja
michael_campus,Michael Campus
franco_amurri,Franco Amurri
bob-dahlin,Bob Dahlin
lynne_ramsay,Lynne Ramsay
juan_jose_campanella,Juan José Campanella
oliver_hirschbiegel,Oliver Hirschbiegel
wych_kaosayananda,Wych Kaosayananda
bob_dolman,Bob Dolman
ericson-core,Ericson Core
gil-cates-jr,Gil Cates Jr.
steven_shainberg,Steven Shainberg
eugene_jarecki,Eugene Jarecki
kevin_donovan,Kevin Donovan
eriq_la_salle,Eriq La Salle
amir_mann,Amir Mann
gerard_krawczyk,Gérard Krawczyk
phil_vischer,Phil Vischer
edoardo_ponti,Edoardo Ponti
anthony_arkin,Anthony Arkin
anthony_russo,Anthony Russo
john_r_cherry,John R. Cherry
arthur_lubin,Arthur Lubin
_0174903,Nicole Conn
takashi_miike,Takashi Miike
_0743962,Nello Rossati
anthony_pelissier,Anthony Pelissier
brian_koppelman,Brian Koppelman
peter_kosminsky,Peter Kosminsky
christian-charles,Christian Charles
jim_malone,Jim Malone
catherine_jelski,Catherine Jelski
stephen_gaghan,Stephen Gaghan
1180692-julie_gavras,Julie Gavras
gary_j_tunnicliffe,Gary J. Tunnicliffe
patricia_cardoso,Patricia Cardoso
aleksandrsokurov,Aleksandr Sokurov
jaeeun_jeong,Jae-eun Jeong
hilary_birmingham,Hilary Birmingham
isao_takahata,Isao Takahata
william_brent_bell,William Brent Bell
peter_sykes,Peter Sykes
william_wiard,William Wiard
_0210130,Alberto De Martino
gary_weis,Gary Weis
basil_dearden,Basil Dearden
steno,Steno
eric_bress,Eric Bress
bruce_kimmel,Bruce Kimmel
andrzej_wajda,Andrzej Wajda
menahem_golan,Menahem Golan
sidney_furie,Sidney Furie
john_alan_schwartz,John Alan Schwartz
conan_le_cilaire,Conan Le Cilaire
brian_d_clark,Brian D Clark
_0538893,Laird M. Malamed
ching_siutung,Siu-Tung Ching
jeremy_joe_kronsberg,Jeremy Joe Kronsberg
hans_iveberg,Hans Iveberg
just_jaeckin,Just Jaeckin
william-a-fraker,William A. Fraker
friz_freleng,Friz Freleng
stanislaw_bareja,Stanislaw Bareja
ken-shapiro,Ken Shapiro
